Epochs, Classification Accuracy, Training MSE
1,0.07816711590296496,0.9521423204752993
2,0.07277628032345014,0.913305641896349
3,0.07277628032345014,0.9132152551819774
4,0.07277628032345014,0.9131537674472778
5,0.07277628032345014,0.9131092464895557
6,0.07142857142857142,0.9130747261095062
7,0.07142857142857142,0.9130464431423998
8,0.07142857142857142,0.9130221627493287
9,0.07142857142857142,0.9130004287229718
10,0.07142857142857142,0.9129801931365541
11,0.07277628032345014,0.9129606051683924
12,0.07277628032345014,0.9129408615434037
13,0.07277628032345014,0.9129200589854443
14,0.07277628032345014,0.912896982373759
15,0.07277628032345014,0.9128696938486915
16,0.07277628032345014,0.9128345284096984
17,0.07142857142857142,0.9127829502939488
18,0.07277628032345014,0.9126870338056361
19,0.07142857142857142,0.912324333214632
20,0.09029649595687332,0.9099573171925507
21,0.1307277628032345,0.9046289162817742
22,0.15902964959568733,0.8941055566811781
23,0.15768194070080863,0.8812060757732071
24,0.16442048517520216,0.8706134930778585
25,0.16711590296495957,0.8632881732470854
26,0.16172506738544473,0.8583448887305362
27,0.16307277628032346,0.8548716177173844
28,0.16576819407008087,0.8522985511476692
29,0.16576819407008087,0.850289237993164
30,0.1725067385444744,0.8486088533033728
31,0.1725067385444744,0.8467072076634704
32,0.1725067385444744,0.8434752925842119
33,0.18194070080862534,0.8397748653068087
34,0.18867924528301888,0.83590849934304
35,0.20485175202156333,0.8320796698777834
36,0.23180592991913745,0.8282241141759706
37,0.238544474393531,0.8241894258503281
38,0.24663072776280323,0.8198513443423037
39,0.2371967654986523,0.8150570208306243
40,0.25336927223719674,0.8098150370657976
41,0.2587601078167116,0.8046684992124968
42,0.2722371967654987,0.7999560251316643
43,0.2776280323450135,0.7958021430742579
44,0.2830188679245283,0.7920774146750188
45,0.29784366576819404,0.7885549644414283
46,0.3059299191374663,0.7851084975493156
47,0.31805929919137466,0.7820069446172503
48,0.316711590296496,0.7792385968013938
49,0.316711590296496,0.7766332933243169
50,0.32075471698113206,0.7741726644096328
51,0.3261455525606469,0.7719500133648906
52,0.330188679245283,0.7701660543110543
53,0.3328840970350404,0.7681488790719244
54,0.3436657681940701,0.7660201775455237
55,0.34097035040431267,0.7642619568946962
56,0.33827493261455527,0.7623799868979719
57,0.33827493261455527,0.7604613600043243
58,0.33827493261455527,0.7586235769880179
59,0.3436657681940701,0.756857429611335
60,0.3450134770889488,0.7550886302606776
61,0.3436657681940701,0.7531741269989839
62,0.3436657681940701,0.7512546768670892
63,0.3463611859838275,0.7490636929315638
64,0.3557951482479784,0.7469099680361884
65,0.3665768194070081,0.7450549837886339
66,0.3746630727762803,0.7432116693384183
67,0.37601078167115903,0.7415744413736786
68,0.37601078167115903,0.7404360152508155
69,0.3746630727762803,0.7392943625682823
70,0.3746630727762803,0.7384548663358775
71,0.37331536388140163,0.738105370405469
72,0.3746630727762803,0.7377102431726583
