Epochs, Classification Accuracy, Training MSE
217,0.784366576819407,0.3200988953872365
218,0.7722371967654986,0.3370837827332122
219,0.7506738544474394,0.3532161368123336
220,0.7911051212938005,0.31570243377027396
221,0.8059299191374663,0.2879185587292953
222,0.77088948787062,0.3420951807661173
223,0.7506738544474394,0.37308157349748977
224,0.7425876010781671,0.39206063412892284
225,0.7654986522911051,0.35698801808171127
226,0.7129380053908356,0.4167963674812399
227,0.706199460916442,0.44134102850364487
228,0.7398921832884097,0.3966077545779555
229,0.7331536388140162,0.3745841940173244
230,0.7884097035040432,0.3130008903071485
231,0.7897574123989218,0.31656414794525983
232,0.8113207547169812,0.29438713250203846
233,0.7654986522911051,0.3475611018400514
234,0.7978436657681941,0.3089448103281671
235,0.7493261455525606,0.34365224169330166
236,0.8018867924528302,0.2977119535989553
237,0.7978436657681941,0.309821371526543
238,0.7951482479784366,0.3004827554258156
239,0.7870619946091644,0.3240980780139379
240,0.8221024258760108,0.2771548818087173
241,0.7762803234501348,0.34100075424338044
242,0.8086253369272237,0.2964802665107164
243,0.8032345013477089,0.28388177870785414
244,0.7911051212938005,0.3148424933286004
245,0.8207547169811321,0.2762895082793569
246,0.8247978436657682,0.27125738794730186
247,0.793800539083558,0.3123976200815943
248,0.7991913746630728,0.290794204172352
249,0.7978436657681941,0.29491153898273503
250,0.7978436657681941,0.2954437097778003
251,0.8113207547169812,0.2767844202305253
252,0.7371967654986523,0.35723964796031377
253,0.8045822102425876,0.29254093421294525
254,0.7911051212938005,0.3103032196598356
255,0.8315363881401617,0.2699840049058531
256,0.793800539083558,0.29415541322373157
257,0.7547169811320755,0.3517130608922103
258,0.8315363881401617,0.2606235230436361
259,0.816711590296496,0.28906222853985925
260,0.7951482479784366,0.3132926138659833
261,0.8032345013477089,0.28850997029916436
262,0.8207547169811321,0.26049919536231847
263,0.7897574123989218,0.30656512083046
264,0.7911051212938005,0.2992513116026632
265,0.7991913746630728,0.2918678243915617
266,0.8382749326145552,0.24856418056850046
267,0.8409703504043127,0.24129691324672076
268,0.7964959568733153,0.2874309968299593
269,0.8315363881401617,0.25392449165710296
270,0.7776280323450134,0.3144159533177419
271,0.8207547169811321,0.2617525740779249
272,0.8194070080862533,0.2672107216301304
273,0.8288409703504043,0.25560136475526746
274,0.8544474393530997,0.22413383256049046
275,0.8234501347708895,0.2791344505086415
276,0.8261455525606469,0.25743554985067846
277,0.784366576819407,0.31080944745842587
278,0.8247978436657682,0.27252968133929145
279,0.8099730458221024,0.2767992999477163
280,0.7628032345013477,0.33937162322148107
281,0.8059299191374663,0.28933405942583346
282,0.8099730458221024,0.28643282668870873
283,0.8234501347708895,0.26910693996041907
284,0.7789757412398922,0.3260209609709504
285,0.8045822102425876,0.2992766924872241
286,0.839622641509434,0.24918213709587353
287,0.8207547169811321,0.2743949155700507
288,0.8247978436657682,0.2539451916466623
289,0.8059299191374663,0.2868720456344077
290,0.8301886792452831,0.2616536373752553
291,0.816711590296496,0.26919425493346155
292,0.8301886792452831,0.25904357602784495
293,0.8342318059299192,0.24745784879326876
294,0.8328840970350404,0.2498409110767759
295,0.8423180592991913,0.24363478138945238
296,0.8436657681940701,0.23876908423100968
297,0.8207547169811321,0.265411119384235
298,0.8530997304582211,0.22501989906978923
299,0.839622641509434,0.2526669198514558
300,0.8436657681940701,0.24011455673497917
301,0.8140161725067385,0.27108350143739507
302,0.8288409703504043,0.2523557460677439
303,0.8301886792452831,0.2456258471345978
304,0.8315363881401617,0.2495393543071581
