
Dataset name: data/vowel.arff
Number of instances: 990
Number of attributes: 14
Learning algorithm: neuralnet
Evaluation method: random

Calculating accuracy on a random hold-out set...
Percentage used for training: 0.75
Percentage used for testing: 0.25
input, hidden, hidden layers, output
13,4,2,11
Epochs, Training MSE, Validation Classification Accuracy
1,0.9694313228240403,0.08064516129032258
2,0.9120383752439237,0.08064516129032258
3,0.9120143168002712,0.08064516129032258
4,0.9119829996089693,0.08064516129032258
5,0.9119505302604951,0.08064516129032258
6,0.9119170552314795,0.08064516129032258
7,0.9118825276201487,0.08064516129032258
8,0.9118469467601198,0.08064516129032258
9,0.9118104577930607,0.08064516129032258
10,0.9117734765376564,0.08064516129032258
11,0.9117367277902463,0.08064516129032258
12,0.9117010587261182,0.08064516129032258
13,0.9116671186428946,0.08064516129032258
14,0.9116351932930777,0.08064516129032258
15,0.9116052815391879,0.08064516129032258
16,0.9115772518751448,0.08064516129032258
17,0.9115509446025821,0.08064516129032258
18,0.9115262057722088,0.08064516129032258
19,0.911502886988598,0.08064516129032258
20,0.9114808391963692,0.08064516129032258
21,0.911459911914302,0.08064516129032258
22,0.9114399580961172,0.08064516129032258
23,0.9114208407331923,0.08064516129032258
24,0.9114024379172367,0.08064516129032258
25,0.9113846451288953,0.08064516129032258
26,0.9113673750565011,0.08064516129032258
27,0.9113505558366894,0.08064516129032258
28,0.9113341285661714,0.08064516129032258
29,0.911318044661836,0.08064516129032258
30,0.9113022633768298,0.08064516129032258
31,0.9112867495906796,0.08064516129032258
32,0.9112714718819797,0.08064516129032258
33,0.9112564008385623,0.08064516129032258
34,0.9112415075387628,0.08064516129032258
35,0.9112267621317517,0.08064516129032258
36,0.9112121324449329,0.08064516129032258
37,0.911197582546423,0.08064516129032258
38,0.911183071187641,0.08064516129032258
39,0.9111685500431065,0.08064516129032258
40,0.9111539616499083,0.08064516129032258
41,0.9111392369260665,0.08064516129032258
42,0.9111242921121335,0.08064516129032258
43,0.9111090249296374,0.08064516129032258
44,0.9110933096769802,0.08064516129032258
45,0.9110769908786219,0.08064516129032258
46,0.91105987495233,0.08064516129032258
47,0.91104171914014,0.08064516129032258
48,0.91102221662778,0.08064516129032258
49,0.9110009763026011,0.08064516129032258
50,0.9109774948896869,0.08064516129032258
51,0.9109511181306801,0.08064516129032258
52,0.9109209860232154,0.08064516129032258
53,0.9108859545892398,0.08064516129032258
54,0.9108444826529892,0.08064516129032258
55,0.9107944658246396,0.08064516129032258
56,0.9107329899376614,0.08064516129032258
57,0.9106559604690683,0.08064516129032258
58,0.9105575399112312,0.08064516129032258
59,0.9104292876986079,0.08064516129032258
60,0.9102588432860854,0.08064516129032258
61,0.9100279215781306,0.08064516129032258
62,0.909709307615742,0.08064516129032258
63,0.9092624521296098,0.08064516129032258
64,0.9086271340735194,0.08064516129032258
65,0.9077141958568082,0.08064516129032258
66,0.9063908498645948,0.08064516129032258
67,0.9044545862666168,0.10483870967741936
68,0.9015846395909506,0.12903225806451613
69,0.8972578275905716,0.14516129032258066
70,0.8906464163442394,0.14516129032258066
71,0.8808831174017735,0.15725806451612903
72,0.868913574450564,0.16532258064516128
73,0.8580657648491221,0.1693548387096774
74,0.8501389106221527,0.17338709677419356
75,0.8444267339333748,0.17338709677419356
76,0.8397364175765448,0.1774193548387097
77,0.8359941022512691,0.1814516129032258
78,0.8328220536844999,0.18951612903225806
79,0.8299196265005069,0.18951612903225806
80,0.8271227139432583,0.1975806451612903
81,0.8243196188091335,0.1935483870967742
82,0.8215040763921495,0.1935483870967742
83,0.8186291472865831,0.1935483870967742
84,0.8156922681311737,0.1935483870967742
85,0.8127205869755572,0.1975806451612903
86,0.8097572592245027,0.21370967741935484
87,0.8068441336757249,0.22580645161290322
88,0.8040128554458117,0.2217741935483871
89,0.801280838476271,0.22983870967741934
90,0.7986491450213221,0.23790322580645162
91,0.7960976060014958,0.24596774193548387
92,0.7935917952509048,0.25
93,0.7911051728983564,0.25
94,0.7886257327567813,0.2540322580645161
95,0.7861379446239106,0.2540322580645161
96,0.7836184228411149,0.25806451612903225
97,0.7810669216329746,0.2620967741935484
98,0.7784939067451622,0.2862903225806452
99,0.77589803625685,0.29435483870967744
100,0.773247692931428,0.29838709677419356
101,0.7704941426009262,0.3064516129032258
102,0.7675757202949236,0.31048387096774194
103,0.7643660041395924,0.31451612903225806
104,0.7610781822945375,0.3225806451612903
105,0.7577847675458642,0.31451612903225806
106,0.7546422267200349,0.3185483870967742
107,0.7505427509027046,0.31451612903225806
108,0.7469525160137144,0.3185483870967742
109,0.7437264377897621,0.33064516129032256
110,0.740707021939129,0.3387096774193548
111,0.7382433117973108,0.3387096774193548
112,0.7363469751427694,0.34274193548387094
113,0.7340519174215878,0.3467741935483871
114,0.735948279597963,0.3790322580645161
115,0.7294221860735594,0.3709677419354839
116,0.7241464766085467,0.375
117,0.7227511955497951,0.3870967741935484
118,0.72355404969641,0.3911290322580645
119,0.7183440776579101,0.3870967741935484
120,0.716592972691924,0.3790322580645161
121,0.7124941831730519,0.3790322580645161
122,0.7081080253447746,0.3588709677419355
123,0.7079201295289637,0.38306451612903225
124,0.7011487564447976,0.3790322580645161
125,0.697337358562058,0.3588709677419355
126,0.6931587858689302,0.3709677419354839
127,0.6934751387449579,0.375
128,0.6866487979459158,0.3870967741935484
129,0.6828892674707647,0.3709677419354839
130,0.6813328803887202,0.3951612903225806
131,0.6820834303121069,0.40725806451612906
132,0.6779290179183228,0.3951612903225806
133,0.672955817904387,0.40725806451612906
134,0.6689984078486961,0.39919354838709675
135,0.669499272346692,0.3911290322580645
136,0.660742486873314,0.3870967741935484
137,0.6714203234397267,0.3790322580645161
138,0.6606320933062302,0.3911290322580645
139,0.6600917935135799,0.3951612903225806
140,0.6693503629024243,0.43548387096774194
141,0.6521414989429254,0.4032258064516129
142,0.6536197217990826,0.4153225806451613
143,0.6564122511033647,0.4032258064516129
144,0.6526177028759007,0.40725806451612906
145,0.6533666065569232,0.3911290322580645
146,0.6478156973115181,0.4274193548387097
147,0.6626128662352445,0.45161290322580644
148,0.6460244535511991,0.4032258064516129
149,0.6469241686719837,0.4314516129032258
150,0.6499871931174867,0.41935483870967744
151,0.6417438916260957,0.40725806451612906
152,0.6363989969834015,0.4112903225806452
153,0.6450704666424112,0.41935483870967744
154,0.6421396285341269,0.45161290322580644
155,0.6430236683934253,0.43951612903225806
156,0.6376263863688668,0.4153225806451613
157,0.647258734571353,0.4596774193548387
158,0.6350023053703856,0.4435483870967742
159,0.6216741011909884,0.45161290322580644
160,0.621955890929438,0.4838709677419355
161,0.6279275896425122,0.4838709677419355
162,0.6263679185524904,0.47580645161290325
163,0.6433519370725306,0.5362903225806451
164,0.6172835240199006,0.47580645161290325
165,0.6242323482576007,0.5362903225806451
166,0.618005959139563,0.5080645161290323
167,0.6232744932355185,0.45564516129032256
168,0.6156716579392923,0.5080645161290323
169,0.6304735593276811,0.4637096774193548
170,0.61647908711432,0.5483870967741935
171,0.6095000171188801,0.5161290322580645
172,0.6227410398421526,0.5443548387096774
173,0.6144313716528266,0.49193548387096775
174,0.6265778663036131,0.5362903225806451
175,0.6173471538336847,0.5282258064516129
176,0.6154157618874084,0.5564516129032258
177,0.6139383715130128,0.5564516129032258
178,0.6105881241062294,0.5241935483870968
