
Dataset name: data/vowel.arff
Number of instances: 990
Number of attributes: 11
Learning algorithm: neuralnet
Evaluation method: random

Calculating accuracy on a random hold-out set...
Percentage used for training: 0.75
Percentage used for testing: 0.25
input, hidden, hidden layers, output
10,64,1,11
Epochs, Training MSE, Validation Classification Accuracy
1,0.9266455458849454,0.0846774193548387
2,0.9086369787887401,0.14112903225806453
3,0.8714527798608485,0.18548387096774194
4,0.8246525106465733,0.1935483870967742
5,0.7999200495859718,0.2862903225806452
6,0.7765048208072352,0.29435483870967744
7,0.7526336791006425,0.29838709677419356
8,0.730447746473314,0.33064516129032256
9,0.711490743237429,0.3467741935483871
10,0.6958098939078144,0.3629032258064516
11,0.6827729722878796,0.3790322580645161
12,0.6715663285744091,0.3870967741935484
13,0.661398044896774,0.39919354838709675
14,0.651685992220797,0.4112903225806452
15,0.6420706109913795,0.42338709677419356
16,0.632365441368979,0.43548387096774194
17,0.622512827717889,0.45564516129032256
18,0.6125425054571316,0.4637096774193548
19,0.6025273957987198,0.4798387096774194
20,0.5925474159577113,0.47580645161290325
21,0.582673787737132,0.49193548387096775
22,0.5729722737245104,0.5080645161290323
23,0.5635123298911544,0.5120967741935484
24,0.554368577202275,0.5282258064516129
25,0.5456092738284858,0.532258064516129
26,0.5372786543848279,0.5362903225806451
27,0.5293854276327178,0.5443548387096774
28,0.5219034731898897,0.5524193548387096
29,0.5147819154001956,0.5524193548387096
30,0.5079583645890418,0.5645161290322581
31,0.5013708340913802,0.5645161290322581
32,0.49496622110086214,0.5645161290322581
33,0.4887025772841107,0.5645161290322581
34,0.4825454596585747,0.5645161290322581
35,0.47646873312828086,0.5725806451612904
36,0.4704660865899705,0.5685483870967742
37,0.46455600987606593,0.5725806451612904
38,0.4587657767354333,0.5766129032258065
39,0.45311414652803156,0.5766129032258065
40,0.4476077014859086,0.5846774193548387
41,0.44224415634756375,0.592741935483871
42,0.43701603217526147,0.5967741935483871
43,0.4319131419724423,0.6048387096774194
44,0.42692399408028725,0.6048387096774194
45,0.42203639800699044,0.6129032258064516
46,0.417237443903808,0.6209677419354839
47,0.4125128244605413,0.625
48,0.40784509889013193,0.625
49,0.4032099693235472,0.625
50,0.39856988960747214,0.625
51,0.3938704342222472,0.6370967741935484
52,0.3890637827831526,0.6411290322580645
53,0.38415879839228867,0.6451612903225806
54,0.3792126327463409,0.6451612903225806
